Keyphrase,Score_Charcot,Score_Autres,Score_Moyen,Renvoie_a,Dans_Reference,Sources_Charcot,Sources_Autres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
obligeance de m.,0.78,0.778,0.779,,,CN_000036_008_texte.txt, CN_000082_002_texte.txt,CS_000004_004_texte.txt, CS_000012_012_texte.txt, CS_000024_024_texte.txt, CY_000103_009_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
différence d' aspect,0.784,0.773,0.779,,,CN_000035_007_texte.txt, CN_000066_008_texte.txt,CO_000088_006_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altération parenchymateuse,0.773,0.785,0.779,,,CN_000050_022_texte.txt, CN_000063_005_texte.txt,CS_000019_019_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nom de dégénérescence,0.772,0.786,0.779,,,CN_000056_028_texte.txt, CN_000058_030_texte.txt, CN_000059_001_texte.txt, CN_000069_011_texte.txt, CN_000074_016_texte.txt, CN_000082_002_texte.txt,CS_000006_006_texte.txt, CS_000015_015_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnostic d' hys- térie,0.775,0.782,0.779,,,CN_000067_009_texte.txt,CS_000004_004_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ulcérations superficielles,0.77,0.788,0.779,,,CN_000031_003_texte.txt, CN_000033_005_texte.txt,CS_000014_014_texte.txt, CS_000019_019_texte.txt, CY_000114_020_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degré d' hébétude,0.792,0.763,0.778,,,CN_000035_007_texte.txt,CY_000098_004_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expériences d' hypnotisme,0.772,0.784,0.778,,,CN_000048_020_texte.txt, CN_000068_010_texte.txt,CH_00000099_texte.txt, CS_000022_022_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnostic d' hystérie,0.779,0.776,0.778,,,CN_000037_009_texte.txt, CN_000040_012_texte.txt, CN_000042_014_texte.txt, CN_000048_020_texte.txt, CN_000052_024_texte.txt, CN_000053_025_texte.txt, CN_000058_030_texte.txt, CN_000059_001_texte.txt, CN_000062_004_texte.txt, CN_000065_007_texte.txt, CN_000067_009_texte.txt, CN_000072_014_texte.txt,CH_00000086_texte.txt, CH_00000092_texte.txt, CH_00000095_texte.txt, CO_000090_008_texte.txt, CS_000002_002_texte.txt, CS_000003_003_texte.txt, CS_000004_004_texte.txt, CS_000006_006_texte.txt, CS_000009_009_texte.txt, CS_000014_014_texte.txt, CS_000018_018_texte.txt, CS_000027_027_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affaiblissement paralytique,0.776,0.78,0.778,,,CN_000036_008_texte.txt,CY_000098_004_texte.txt, CY_000101_007_texte.txt, CY_000102_008_texte.txt, CY_000107_013_texte.txt, CY_000118_024_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aveu de m.,0.795,0.761,0.778,,,CN_000062_004_texte.txt,CH_00000097_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atrophie des mus-,0.769,0.788,0.778,,,CN_000040_012_texte.txt,CO_000093_011_texte.txt, CS_000008_008_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
déformations paralytiques,0.782,0.775,0.778,,,CL_000001_002_texte.txt,CS_000001_001_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
méthodes d' étude,0.765,0.791,0.778,,,CN_000032_004_texte.txt, CN_000070_012_texte.txt,CO_000088_006_texte.txt, CO_000093_011_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heure par m.,0.726,0.83,0.778,,,CN_000042_014_texte.txt,CH_00000097_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
étiologie du mal,0.777,0.78,0.778,,,CN_000080_022_texte.txt,CH_00000089_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
étrangle- ments,0.778,0.779,0.778,,,CN_000031_003_texte.txt,CO_000088_006_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asile des aliénés,0.778,0.778,0.778,,,CN_000033_005_texte.txt, CN_000044_016_texte.txt, CN_000051_023_texte.txt, CN_000056_028_texte.txt, CN_000058_030_texte.txt, CN_000068_010_texte.txt, CN_000069_011_texte.txt, CN_000070_012_texte.txt, CN_000072_014_texte.txt, CN_000076_018_texte.txt,CY_000099_005_texte.txt, CY_000118_024_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cas d' insuccès,0.767,0.789,0.778,,,CN_000036_008_texte.txt, CN_000038_010_texte.txt, CN_000054_026_texte.txt, CN_000055_027_texte.txt, CN_000060_002_texte.txt, CN_000073_015_texte.txt,CO_000093_011_texte.txt, CS_000021_021_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cas d' hémianopsie,0.781,0.775,0.778,,,CN_000031_003_texte.txt, CN_000036_008_texte.txt, CN_000037_009_texte.txt, CN_000039_011_texte.txt, CN_000046_018_texte.txt, CN_000048_020_texte.txt, CN_000054_026_texte.txt, CN_000056_028_texte.txt, CN_000057_029_texte.txt, CN_000063_005_texte.txt, CN_000067_009_texte.txt, CN_000071_013_texte.txt, CN_000072_014_texte.txt, CN_000077_019_texte.txt, CN_000079_021_texte.txt,CO_000088_006_texte.txt, CS_000013_013_texte.txt, CS_000014_014_texte.txt, CS_000020_020_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infiltration leucocytaire,0.78,0.777,0.778,,,CN_000066_008_texte.txt, CN_000072_014_texte.txt, CN_000077_019_texte.txt,CS_000013_013_texte.txt, CS_000022_022_texte.txt, CS_000025_025_texte.txt, CY_000115_021_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phénomènes d' hallucinations,0.775,0.782,0.778,,,CL_000004_001_texte.txt,CH_00000100_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atteinte d' épilepsie,0.771,0.785,0.778,,,CN_000038_010_texte.txt, CN_000075_017_texte.txt, CN_000079_021_texte.txt,CH_00000079_texte.txt, CS_000016_016_texte.txt, CY_000110_016_texte.txt, CY_000120_001_texte.txt, CY_000121_001_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
convexité des hémisphères,0.775,0.78,0.778,,,CN_000046_018_texte.txt,CO_000089_007_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cécité congénitale,0.768,0.789,0.778,,,CN_000035_007_texte.txt,CH_00000099_texte.txt, CS_000018_018_texte.txt, CY_000119_001_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atrophie dégénérative,0.782,0.775,0.778,,,CN_000048_020_texte.txt, CN_000075_017_texte.txt,CS_000013_013_texte.txt, CS_000018_018_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degré d' incoordination motrice,0.766,0.79,0.778,,,CN_000060_002_texte.txt,CS_000015_015_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hérédo- ataxie cérébelleuse,0.787,0.769,0.778,,,CN_000058_030_texte.txt,CO_000093_011_texte.txt, CS_000013_013_texte.txt, CS_000014_014_texte.txt, CS_000017_017_texte.txt, CS_000018_018_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attaque d' hystérie,0.778,0.778,0.778,,,CL_000001_001_texte.txt, CL_000001_009_texte.txt, CL_000004_001_texte.txt, CL_000005_002_texte.txt, CL_000009_002_texte.txt, CN_000031_003_texte.txt, CN_000036_008_texte.txt, CN_000038_010_texte.txt, CN_000040_012_texte.txt, CN_000042_014_texte.txt, CN_000048_020_texte.txt, CN_000049_021_texte.txt, CN_000050_022_texte.txt, CN_000051_023_texte.txt, CN_000052_024_texte.txt, CN_000053_025_texte.txt, CN_000056_028_texte.txt, CN_000057_029_texte.txt, CN_000061_003_texte.txt, CN_000065_007_texte.txt, CN_000076_018_texte.txt, CN_000079_021_texte.txt,CH_00000077_texte.txt, CH_00000078_texte.txt, CH_00000079_texte.txt, CH_00000080_texte.txt, CH_00000081_texte.txt, CH_00000084_texte.txt, CH_00000088_texte.txt, CH_00000090_texte.txt, CH_00000092_texte.txt, CH_00000096_texte.txt, CH_00000097_texte.txt, CH_00000099_texte.txt, CH_00000100_texte.txt, CL_000003_001_texte.txt, CO_000093_011_texte.txt, CS_000001_001_texte.txt, CS_000002_002_texte.txt, CS_000003_003_texte.txt, CS_000004_004_texte.txt, CS_000005_005_texte.txt, CS_000006_006_texte.txt, CS_000008_008_texte.txt, CS_000011_011_texte.txt, CS_000016_016_texte.txt, CS_000022_022_texte.txt, CY_000097_003_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dégénérescence caséeuse,0.762,0.793,0.778,,,CN_000034_006_texte.txt,CS_000015_015_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forme d' hystérie,0.76,0.796,0.778,,,CN_000048_020_texte.txt, CN_000057_029_texte.txt, CN_000060_002_texte.txt,CO_000093_011_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faits expé- rimentaux,0.764,0.792,0.778,,,CN_000052_024_texte.txt,CS_000019_019_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attaques d' hys- térie,0.775,0.781,0.778,,,CN_000043_015_texte.txt, CN_000064_006_texte.txt, CN_000082_002_texte.txt,CS_000003_003_texte.txt, CS_000006_006_texte.txt, CY_000113_019_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
troubles d' innervation,0.776,0.778,0.777,,,CN_000045_017_texte.txt, CN_000061_003_texte.txt,CO_000091_009_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cas d' épilepsie,0.774,0.78,0.777,,,CL_000001_002_texte.txt, CL_000005_002_texte.txt, CN_000029_001_texte.txt, CN_000030_002_texte.txt, CN_000031_003_texte.txt, CN_000034_006_texte.txt, CN_000036_008_texte.txt, CN_000037_009_texte.txt, CN_000040_012_texte.txt, CN_000042_014_texte.txt, CN_000043_015_texte.txt, CN_000044_016_texte.txt, CN_000045_017_texte.txt, CN_000048_020_texte.txt, CN_000049_021_texte.txt, CN_000050_022_texte.txt, CN_000053_025_texte.txt, CN_000054_026_texte.txt, CN_000055_027_texte.txt, CN_000057_029_texte.txt, CN_000058_030_texte.txt, CN_000059_001_texte.txt, CN_000060_002_texte.txt, CN_000061_003_texte.txt, CN_000062_004_texte.txt, CN_000063_005_texte.txt, CN_000064_006_texte.txt, CN_000065_007_texte.txt, CN_000066_008_texte.txt, CN_000067_009_texte.txt, CN_000068_010_texte.txt, CN_000069_011_texte.txt, CN_000070_012_texte.txt, CN_000073_015_texte.txt, CN_000074_016_texte.txt, CN_000075_017_texte.txt, CN_000076_018_texte.txt, CN_000078_020_texte.txt, CN_000079_021_texte.txt, CN_000080_022_texte.txt, CN_000081_001_texte.txt, CN_000082_002_texte.txt,CH_00000090_texte.txt, CO_000089_007_texte.txt, CO_000091_009_texte.txt, CS_000004_004_texte.txt, CS_000022_022_texte.txt, CS_000023_023_texte.txt, CS_000025_025_texte.txt, CS_000026_026_texte.txt, CS_000027_027_texte.txt, CY_000095_001_texte.txt, CY_000096_002_texte.txt, CY_000097_003_texte.txt, CY_000099_005_texte.txt, CY_000102_008_texte.txt, CY_000104_010_texte.txt, CY_000108_014_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zone d' infiltration,0.788,0.766,0.777,,,CN_000054_026_texte.txt,CS_000026_026_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
études d' anatomie,0.787,0.767,0.777,,,CL_000001_006_texte.txt,CS_000020_020_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hémiplégie avec aphasie,0.775,0.779,0.777,,,CN_000039_011_texte.txt, CN_000058_030_texte.txt,CS_000013_013_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dilatation des ventricules,0.769,0.785,0.777,,,CN_000039_011_texte.txt, CN_000040_012_texte.txt, CN_000054_026_texte.txt, CN_000059_001_texte.txt, CN_000068_010_texte.txt, CN_000082_002_texte.txt,CS_000011_011_texte.txt, CS_000028_028_texte.txt, CY_000098_004_texte.txt, CY_000101_007_texte.txt, CY_000106_012_texte.txt, CY_000107_013_texte.txt, CY_000108_014_texte.txt, CY_000113_019_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stase papillaire,0.771,0.783,0.777,,,CN_000054_026_texte.txt, CN_000056_028_texte.txt, CN_000063_005_texte.txt, CN_000069_011_texte.txt, CN_000075_017_texte.txt, CN_000076_018_texte.txt, CN_000077_019_texte.txt, CN_000081_001_texte.txt,CA_000002_001_texte.txt, CO_000090_008_texte.txt, CO_000091_009_texte.txt, CO_000093_011_texte.txt, CS_000007_007_texte.txt, CS_000010_010_texte.txt, CS_000013_013_texte.txt, CS_000014_014_texte.txt, CS_000015_015_texte.txt, CS_000018_018_texte.txt, CS_000020_020_texte.txt, CS_000022_022_texte.txt, CS_000023_023_texte.txt, CS_000024_024_texte.txt, CS_000025_025_texte.txt, CS_000026_026_texte.txt, CS_000027_027_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
encombrement des asiles,0.777,0.776,0.777,,,CN_000041_013_texte.txt, CN_000052_024_texte.txt,CY_000106_012_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nodule tuberculeux,0.754,0.8,0.777,,,CN_000058_030_texte.txt,CS_000003_003_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
étiologie des tics,0.785,0.769,0.777,,,CN_000072_014_texte.txt, CN_000073_015_texte.txt,CH_00000097_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symptomatologie des tics,0.776,0.779,0.777,,,CN_000072_014_texte.txt,CO_000090_008_texte.txt, CO_000091_009_texte.txt, CS_000018_018_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absence d' hérédité,0.765,0.79,0.777,,,CN_000041_013_texte.txt, CN_000054_026_texte.txt, CN_000058_030_texte.txt, CN_000061_003_texte.txt, CN_000072_014_texte.txt, CN_000079_021_texte.txt,CS_000010_010_texte.txt, CS_000018_018_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phénomènes d' hyperesthésie,0.764,0.79,0.777,,,CN_000067_009_texte.txt,CH_00000095_texte.txt, CS_000002_002_texte.txt, CS_000012_012_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensation d' étranglement,0.78,0.774,0.777,,,CN_000060_002_texte.txt, CN_000074_016_texte.txt,CS_000014_014_texte.txt, CY_000097_003_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence d' anastomoses,0.768,0.786,0.777,,,CN_000076_018_texte.txt,CS_000016_016_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ossification prématurée,0.785,0.769,0.777,,,CN_000052_024_texte.txt,CS_000004_004_texte.txt, CS_000011_011_texte.txt, CY_000107_013_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scissure inter-hémisphérique,0.773,0.781,0.777,,,CN_000033_005_texte.txt,CA_000003_001_texte.txt, CA_000010_001_texte.txt, CO_000088_006_texte.txt, CO_000089_007_texte.txt, CO_000090_008_texte.txt, CS_000020_020_texte.txt, CY_000098_004_texte.txt, CY_000101_007_texte.txt, CY_000106_012_texte.txt, CY_000108_014_texte.txt, CY_000117_023_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phéno- mènes spasmodiques,0.779,0.775,0.777,,,CN_000080_022_texte.txt,CS_000025_025_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phobies neurasthéniques,0.771,0.783,0.777,,,CN_000064_006_texte.txt, CN_000066_008_texte.txt,CH_00000084_texte.txt, CH_00000085_texte.txt, CH_00000089_texte.txt, CH_00000093_texte.txt, CH_00000095_texte.txt, CH_00000097_texte.txt, CH_00000100_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dégénérescence granuleuse,0.772,0.783,0.777,,,CN_000047_019_texte.txt, CN_000063_005_texte.txt, CN_000069_011_texte.txt,CS_000009_009_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
éloge de m.,0.78,0.774,0.777,,,CN_000055_027_texte.txt, CN_000058_030_texte.txt, CN_000076_018_texte.txt, CN_000080_022_texte.txt,CH_00000087_texte.txt, CH_00000088_texte.txt, CH_00000095_texte.txt, CH_00000099_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomie patholo-,0.775,0.778,0.777,,,CN_000052_024_texte.txt, CN_000066_008_texte.txt,CO_000088_006_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensations d' engourdissement,0.775,0.779,0.777,,,CN_000039_011_texte.txt, CN_000048_020_texte.txt, CN_000052_024_texte.txt, CN_000075_017_texte.txt,CO_000093_011_texte.txt, CS_000002_002_texte.txt, CS_000009_009_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ments anormaux,0.782,0.773,0.777,,,CN_000072_014_texte.txt,CS_000011_011_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cas d' aphasie,0.774,0.779,0.777,,,CN_000032_004_texte.txt, CN_000055_027_texte.txt,CS_000026_026_texte.txt, CY_000110_016_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face convexe,0.784,0.77,0.777,,,CN_000032_004_texte.txt, CN_000035_007_texte.txt,CY_000101_007_texte.txt, CY_000103_009_texte.txt, CY_000105_011_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altérations inflammatoires,0.772,0.782,0.777,,,CN_000032_004_texte.txt, CN_000082_002_texte.txt,CO_000093_011_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence d' hallucinations,0.78,0.774,0.777,,,CN_000046_018_texte.txt, CN_000056_028_texte.txt, CN_000066_008_texte.txt, CN_000075_017_texte.txt, CN_000080_022_texte.txt,CH_00000083_texte.txt, CS_000014_014_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
observations d' épilepsie,0.78,0.774,0.777,,,CN_000042_014_texte.txt, CN_000043_015_texte.txt, CN_000044_016_texte.txt, CN_000052_024_texte.txt, CN_000056_028_texte.txt, CN_000064_006_texte.txt, CN_000066_008_texte.txt, CN_000067_009_texte.txt, CN_000072_014_texte.txt, CN_000077_019_texte.txt, CN_000082_002_texte.txt,CO_000093_011_texte.txt, CY_000096_002_texte.txt, CY_000102_008_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avancement des sciences,0.794,0.759,0.777,,,CN_000082_002_texte.txt,CY_000110_016_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
étiologie des états,0.764,0.79,0.777,,,CN_000068_010_texte.txt,CH_00000097_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
